1,AIRO,JFOX,Fixed-wing,Light,F,I,1P,S,
1,MOLNIYA,MOL1,Fixed-wing,Light,F,I,1P,S,
1,SAFAT,PA18,Fixed-wing,Light,F,I,1P,S,
1,SOLARIMPULSE,SOL1,Fixed-wing,Light,F,III,4E,S,
2,FLEET,FLE2,Fixed-wing,Light,F,I,1P,S,
2,SOKO,SOK2,Fixed-wing,Light,F,I,1P,S,
2,SOLARIMPULSE,SOL2,Fixed-wing,Light,F,III,4E,S,
2,SAFAT,ZA6,Helicopter,Light,F,I,1P,S,
3,SAFAT,UT75,Fixed-wing,Light,F,I,1P,S,
4,TRAVELAIR,TVL4,Fixed-wing,Light,F,I,1P,S,
5,AIRO,UF10,Fixed-wing,Light,F,I,1P,S,
7,FLEET,FLE7,Fixed-wing,Light,F,I,1P,S,
8,,L8,Fixed-wing,Light,F,I,1P,S,
9,WACO,WAC9,Fixed-wing,Light,F,I,1P,S,
10,FLEET,FINC,Fixed-wing,Light,F,I,1P,S,
10,ORION,OR10,Fixed-wing,Light,F,I,1P,S,
10,WACO,WACO,Fixed-wing,Light,F,I,1P,S,
11,BLERIOT,BL11,Fixed-wing,Light,F,I,1P,S,
11,FLEET,FINC,Fixed-wing,Light,F,I,1P,S,
18,VOLPAR,BE18,Fixed-wing,Light,F,II,2P,S,
18,,UM18,Gyrocopter,Light,F,I,1P,S,
20,ULTIMATE,UL20,Fixed-wing,Light,F,I,1P,S,
23,LEARJET,LJ23,Fixed-wing,Light,F,III,2J,S,
24,,LJ24,Fixed-wing,Light,F,III,2J,S+,
25,,LJ25,Fixed-wing,Light,F,III,2J,S+,
28,GATESLEARJET,LJ28,Fixed-wing,Light,F,III,2J,S+,
29,GATESLEARJET,LJ28,Fixed-wing,Light,F,III,2J,S+,
29,SAAB,SB29*,Fixed-wing,Medium,F,III,1J,S+,
30,WESTLAND,WG30,Helicopter,Light,F,I,2T,S+,
31,,LJ31,Fixed-wing,Medium,F,III,2J,S+,
35,,LJ35,Fixed-wing,Medium,F,III,2J,S+,
36,,LJ35,Fixed-wing,Medium,F,III,2J,S+,
40,LEARJET,LJ40,Fixed-wing,Medium,F,III,2J,S+,
45,AERO(2),AE45,Fixed-wing,Light,F,II,2P,S,
45,LEARJET,LJ45,Fixed-wing,Medium,F,III,2J,S+,
50,FOKKER,F50,Fixed-wing,Medium,D,III,2T,L,
50,LUSCOMBE,L8,Fixed-wing,Light,F,I,1P,S,
55,,LJ55,Fixed-wing,Medium,F,III,2J,S+,
60,FOKKER,F60,Fixed-wing,Medium,D,III,2T,L,
60,LEARJET,LJ60,Fixed-wing,Medium,F,III,2J,S+,
60,UTVA,UT60,Fixed-wing,Light,F,I,1P,S,
61,JETSTREAM,ATP,Fixed-wing,Medium,D,III,2T,L,
65,RILEY,C310,Fixed-wing,Light,F,II,2P,S,
66,UTVA,UT66,Fixed-wing,Light,F,I,1P,S,
70,FOKKER,F70,Fixed-wing,Medium,D,III,2J,L,
70,LEARJET,LJ70,Fixed-wing,Medium,F,III,2J,S+,
75,LEARJET,LJ75,Fixed-wing,Medium,F,III,2J,S+,
75,UTVA,UT75,Fixed-wing,Light,F,I,1P,S,
85,LEARJET,LJ85,Fixed-wing,Medium,F,III,2J,S+,
90,EXPRESS,EXPR,Fixed-wing,Light,F,I,1P,S,
90,AEROSTAR(1),M10,Fixed-wing,Light,F,I,1P,S,
90,MONOCOUPE,MC90,Fixed-wing,Light,F,I,1P,S,
100,FOKKER,F100,Fixed-wing,Medium,D,III,2J,L,
100,LILIENTHAL,LX32,Fixed-wing,Light,F,I,1P,S,
101,SCWAL,SCW1,Fixed-wing,Light,F,I,1P,S,
105,STINSON,S10,Fixed-wing,Light,F,I,1P,S,
105,SAAB,SB05*,Fixed-wing,Light,F,III,2J,S,
107,,H46,Helicopter,Medium,F,I,2T,S+,
107,SPRATT,S107,$Fixed-wing,Light,F,I,1P,S,
114,BOEINGVERTOL,H47,Helicopter,Medium,E,I,2T,L,
120,CESSNA,C120,Fixed-wing,Light,F,I,1P,S,
125,WACO,WACO,Fixed-wing,Light,F,I,1P,S,
140,CESSNA,C140,Fixed-wing,Light,F,I,1P,S,
150,,C150,Fixed-wing,Light,F,I,1P,S,
152,,C152,Fixed-wing,Light,F,I,1P,S,
166,TRECKER,P66P,Fixed-wing,Light,F,II,2P,S,
170,CESSNA,C170,Fixed-wing,Light,F,I,1P,S,
170,EMBRAER,E170,Fixed-wing,Medium,E,III,2J,L,
172,,C172,Fixed-wing,Light,F,I,1P,S,
175,CESSNA,C175,Fixed-wing,Light,F,I,1P,S,
175,EMBRAER,E170,Fixed-wing,Medium,E,III,2J,L,
177,CESSNA,C177,Fixed-wing,Light,F,I,1P,S,
180,CESSNA,C180,Fixed-wing,Light,F,I,1P,S,
182,,C182,Fixed-wing,Light,F,I,1P,S,
185,AVIONESCOLOMBIA,C185,Fixed-wing,Light,F,I,1P,S,
188,AVIONESCOLOMBIA,C188,Fixed-wing,Light,F,I,1P,S,
190,CESSNA,C190,Fixed-wing,Light,F,I,1P,S,
190,EMBRAER,E190,Fixed-wing,Medium,D,III,2J,L,
192,FOURWINDS,FW19,Fixed-wing,Light,F,I,1P,S,
195,CESSNA,C195,Fixed-wing,Light,F,I,1P,S,
195,EMBRAER,E190,Fixed-wing,Medium,D,III,2J,L,
200,HUGHES,H269,Helicopter,Light,F,I,1P,S,
200,MEYERS,M200,Fixed-wing,Light,F,I,1P,S,
200,AEROSTAR(1),M20P,Fixed-wing,Light,F,I,1P,S,
201,,M20P,Fixed-wing,Light,F,I,1P,S,
201,WEATHERLY,W201,Fixed-wing,Light,F,I,1P,S,
202,AEROSTAR(1),M20P,Fixed-wing,Light,F,I,1P,S,
204,BELL,UH1,Helicopter,Light,F,I,1T,S,
204,FUJI,UH1,Helicopter,Light,F,I,1T,S,
205,CESSNA,C205,Fixed-wing,Light,F,I,1P,S,
205,MOONEY,M20P,Fixed-wing,Light,F,I,1P,S,
205,,UH1,Helicopter,Light,F,I,1T,S,
206,AVIONESCOLOMBIA,C206,Fixed-wing,Light,F,I,1P,S,
210,,C210,Fixed-wing,Light,F,I,1P,S,
210,BELL,UH1,Helicopter,Light,F,I,1T,S,
212,BELL,B212,Helicopter,Light,F,I,2T,S,
220,AEROSTAR(1),M20P,Fixed-wing,Light,F,I,1P,S,
222,BELL,B222,Helicopter,Light,F,I,2T,S,
228,FAIRCHILDDORNIER,D228,Fixed-wing,Light,F,III,2T,S+,
230,BELL,B230,Helicopter,Light,F,I,2T,S,
230,PETERSON,C182,Fixed-wing,Light,F,I,1P,S,
231,MOONEY,M20T,Fixed-wing,Light,F,I,1P,S,
234,BOEINGVERTOL,H47,Helicopter,Medium,E,I,2T,L,
250,HOWARD(2),L18,Fixed-wing,Medium,E,III,2P,S+,
260,PETERSON,C182,Fixed-wing,Light,F,I,1P,S,
262,NORD,N262,Fixed-wing,Medium,F,III,2T,S+,
269,,H269,Helicopter,Light,F,I,1P,S,
272,MARTIN,WB57*,Fixed-wing,Medium,E,III,2J,L,
280,WUHAN,EN28,Helicopter,Light,F,I,1P,S,
280,HUGHES,H269,Helicopter,Light,F,I,1P,S,
300,HUGHES,H269,Helicopter,Light,F,I,1P,S,
300,SCHWEIZER,H269,Helicopter,Light,F,I,1P,S,
301,BELL,XV15,Tilt-rotor,Light,F,II,2T,S+,
305,BRANTLY,B305,Helicopter,Light,F,I,1P,S,
305,CLAASSEN,O1,Fixed-wing,Light,F,I,1P,S,
310,,C310,Fixed-wing,Light,F,II,2P,S,
325,REINSDORF,XA42,Fixed-wing,Light,F,I,1P,S,
328,,D328,Fixed-wing,Medium,F,III,2T,S+,
330,SCHWEIZER,S330,Helicopter,Light,F,I,1T,S,
330,SHORT,SH33,Fixed-wing,Medium,F,III,2T,S+,
333,SCHWEIZER,S330,Helicopter,Light,F,I,1T,S,
335,CESSNA,C335,Fixed-wing,Light,F,II,2P,S,
337,AVIONESCOLOMBIA,C337,Fixed-wing,Light,F,II,2P,S,
340,,C340,Fixed-wing,Light,F,II,2P,S,
340,SAAB,SF34,Fixed-wing,Medium,E,III,2T,S+,
350,CESSNA,COL3,Fixed-wing,Light,F,I,1P,S,
350,HOWARD(2),L18,Fixed-wing,Medium,E,III,2P,S+,
360,SHORT,SH36,Fixed-wing,Medium,F,III,2T,S+,
360,SLICK,SLK3,Fixed-wing,Light,F,I,1P,S,
369,KAWASAKI,H500,Helicopter,Light,F,I,1T,S,
400,AVTEK,AVK4,Fixed-wing,Light,F,II,2T,S,
400,CESSNA,COL4,Fixed-wing,Light,F,I,1P,S,
401,CESSNA,C402,Fixed-wing,Light,F,II,2P,S,
402,,C402,Fixed-wing,Light,F,II,2P,S,
404,MARTIN,M404,Fixed-wing,Medium,D,III,2P,L,
406,BELL,B06,Helicopter,Light,F,I,1T,S,
407,BELL,B407,Helicopter,Light,F,I,1T,S,
411,CESSNA,C411,Fixed-wing,Light,F,II,2P,S,
412,BELL,B412,Helicopter,Light,F,I,2T,S,
414,,C414,Fixed-wing,Light,F,II,2P,S,
414,BOEINGVERTOL,H47,Helicopter,Medium,E,I,2T,L,
421,CESSNA,C421,Fixed-wing,Light,F,II,2P,S,
427,BELL,B427,Helicopter,Light,F,I,2T,S,
430,BELL,B430,Helicopter,Light,F,I,2T,S,
450,HAWKERBEECHCRAFT,BE45,Fixed-wing,Medium,F,III,2J,S+,
460,,C182,Fixed-wing,Light,F,I,1P,S,
480,ENSTROM,EN48,Helicopter,Light,F,I,1T,S,
500,KOREANAIR,H500,Helicopter,Light,F,I,1T,S,
500,HOWARD(2),L37,Fixed-wing,Medium,F,III,2P,S+,
504,AVRO,A504,Fixed-wing,Light,F,I,1P,S,
540,SLICK,SLK5,Fixed-wing,Light,F,I,1P,S,
600,AEROSTAR(1),AEST,Fixed-wing,Light,F,II,2P,S,
600,BRUMBY,BR60,Fixed-wing,Light,F,I,1P,S,
601,AEROSTAR(1),AEST,Fixed-wing,Light,F,II,2P,S,
620,WEATHERLY,W201,Fixed-wing,Light,F,I,1P,S,
712,GRUMMAN,X29*,Fixed-wing,Medium,F,III,1J,S+,
720,BOEING,B720,Fixed-wing,Medium,D,III,4J,L,
748,,A748,Fixed-wing,Medium,D,III,2T,L,
1000,NORD,ME08,Fixed-wing,Light,F,I,1P,S,
1074,BEECH,U22,Fixed-wing,Light,F,I,1P,S,
1079,BEECH,U22,Fixed-wing,Light,F,I,1P,S,
1900,,B190,Fixed-wing,Medium,F,III,2T,S+,
2000,LOADRANGER,LR2T,Helicopter,Light,F,I,1T,S,
2000,SAAB,SB20,Fixed-wing,Medium,E,III,2T,L,
2000,,TVLB,Fixed-wing,Light,F,I,1P,S,
2061,PANHA,B06,Helicopter,Light,F,I,1T,S,
2091,PANHA,SUCO,Helicopter,Medium,F,I,2T,S+,
2150,,MOR2,Fixed-wing,Light,F,I,1P,S,
3202,NORD,N320,Fixed-wing,Light,F,I,1P,S,
3400,NORD,N340,Fixed-wing,Light,F,I,1P,S,
4000,TRAVELAIR,TVL4,Fixed-wing,Light,F,I,1P,S,
01Colibri,NEWHORIZONS,NHCO,Fixed-wing,Light,F,I,1P,S,
01Festival,AEROSTAR(2),FEST,Fixed-wing,Light,F,I,1P,S,
01Isatis,AEROJAMES,ISAT,Fixed-wing,Light,F,I,1P,S,
1Fermer,MVEN,MVN1,Fixed-wing,Light,F,I,1P,S,
10Albertan,ULTIMATE,UL10,Fixed-wing,Light,F,I,1P,S,
10UltimateCompetitor,STREAMLINEWELDING,UL10,Fixed-wing,Light,F,I,1P,S,
10UltimateWinner,STREAMLINEWELDING,UL10,Fixed-wing,Light,F,I,1P,S,
10Voyager,STINSON,S10,Fixed-wing,Light,F,I,1P,S,
100Centennial,FOUND,CENT,Fixed-wing,Light,F,I,1P,S,
100Commander100,NORTHAMERICAN,VO10,Fixed-wing,Light,F,I,1P,S,
100DarterCommander,,VO10,Fixed-wing,Light,F,I,1P,S,
100KingAir,BEECH,BE10,Fixed-wing,Light,F,II,2T,S,
100LarkCommander,,LARK,Fixed-wing,Light,F,I,1P,S,
100Sunbird,VERILITE,SUNB,Fixed-wing,Light,F,I,1P,S,
1001Pingouin1,NORD,ME08,Fixed-wing,Light,F,I,1P,S,
1002Pingouin2,NORD,ME08,Fixed-wing,Light,F,I,1P,S,
101Arava,IAI,ARVA,Fixed-wing,Light,F,III,2T,S+,
102Arava,IAI,ARVA,Fixed-wing,Light,F,III,2T,S+,
1050Aliz??,BREGUET,ALIZ,Fixed-wing,Medium,F,III,1T,S+,
108StationWagon,,S108,Fixed-wing,Light,F,I,1P,S,
108Voyager,,S108,Fixed-wing,Light,F,I,1P,S,
11Chief,AERONCA,AR11,Fixed-wing,Light,F,I,1P,S,
11Replica,BLERIOT,BL11,Fixed-wing,Light,F,I,1P,S,
110Specal,AVIAT,M110,Fixed-wing,Light,F,I,1P,S,
110Special,MONOCOUPE,M110,Fixed-wing,Light,F,I,1P,S,
1100Noralpha,NORD,N110,Fixed-wing,Light,F,I,1P,S,
1101Ramier1,NORD,N110,Fixed-wing,Light,F,I,1P,S,
1102Ramier2,NORD,N110,Fixed-wing,Light,F,I,1P,S,
111One-Eleven,BAC,BA11,Fixed-wing,Medium,D,III,2J,L,
112AlpineCommander,ROCKWELL,AC11,Fixed-wing,Light,F,I,1P,S,
112Commander112,ROCKWELL,AC11,Fixed-wing,Light,F,I,1P,S,
1121CommodoreJet,IAI,JCOM,Fixed-wing,Medium,F,III,2J,S+,
1121JetCommander,AEROCOMMANDER,JCOM,Fixed-wing,Medium,F,III,2J,S+,
1123Westwind,IAI,WW23,Fixed-wing,Medium,F,III,2J,S+,
1124SeaScan,IAI,WW24,Fixed-wing,Medium,F,III,2J,S+,
1124Westwind,IAI,WW24,Fixed-wing,Medium,F,III,2J,S+,
1124Westwind1,IAI,WW24,Fixed-wing,Medium,F,III,2J,S+,
1124Westwind2,IAI,WW24,Fixed-wing,Medium,F,III,2J,S+,
1125Astra,IAI,ASTR,Fixed-wing,Medium,F,III,2J,S+,
1125GulfstreamG100,IAI,ASTR,Fixed-wing,Medium,F,III,2J,S+,
1126Galaxy,IAI,GALX,Fixed-wing,Medium,F,III,2J,S+,
1126GulfstreamG200,IAI,GALX,Fixed-wing,Medium,F,III,2J,S+,
1-131,CASA,BU31,Fixed-wing,Light,F,I,1P,S,
1-133,CASA,BU33,Fixed-wing,Light,F,I,1P,S,
114Commander114,ROCKWELL,AC11,Fixed-wing,Light,F,I,1P,S,
1150Atlantic,,ATLA,Fixed-wing,Medium,D,III,2T,L,
11ASedan,,L11,Fixed-wing,Light,F,I,1P,S,
11E,,L11E,Fixed-wing,Light,F,I,1P,S,
11ESpartan185,LUSCOMBE,L11E,Fixed-wing,Light,F,I,1P,S,
1-2MisterAmerica,HARMON(1),MRAM,Fixed-wing,Light,F,I,1P,S,
1200Norecrin,NORD,N120,Fixed-wing,Light,F,I,1P,S,
1201Norecrin,NORD,N120,Fixed-wing,Light,F,I,1P,S,
1202Norecrin,NORD,N120,Fixed-wing,Light,F,I,1P,S,
1203Norecrin,NORD,N120,Fixed-wing,Light,F,I,1P,S,
1204Norecrin,NORD,N120,Fixed-wing,Light,F,I,1P,S,
122Zephyr,ATEC,ZEPH,Fixed-wing,Light,F,I,1P,S,
128-2Skyservant,DORNIER,D28D,Fixed-wing,Light,F,II,2P,S,
128-6TurboSkyservant,DORNIER,D28T,Fixed-wing,Light,F,II,2T,S,
1300Commuter,BEECH,BE20,Fixed-wing,Light,F,III,2T,S+,
14Bellanca260,DOWNER,B14B,Fixed-wing,Light,F,I,1P,S,
14Bellanca260A,DOWNER,B14C,Fixed-wing,Light,F,I,1P,S,
14Bellanca260B,,B14C,Fixed-wing,Light,F,I,1P,S,
14Bellanca260C,,B14C,Fixed-wing,Light,F,I,1P,S,
14Cruisair,BELLANCA,B14A,Fixed-wing,Light,F,I,1P,S,
14CruisairSenior,BELLANCA,B14A,Fixed-wing,Light,F,I,1P,S,
14Cruisemaster,DOWNER,B14A,Fixed-wing,Light,F,I,1P,S,
14Junior,BELLANCA,B14A,Fixed-wing,Light,F,I,1P,S,
14Replica,BREGUET,BR14,Fixed-wing,Light,F,I,1P,S,
145JetProvost,BAC,JPRO*,Fixed-wing,Light,F,III,1J,S+,
149Blenheim,BRISTOL,BLEN,Fixed-wing,Light,F,III,2P,S+,
149Bolingbroke,BRISTOL,BLEN,Fixed-wing,Light,F,III,2P,S+,
15Foursome,TAYLORCRAFT(1),TA15,Fixed-wing,Light,F,I,1P,S,
15Sedan,AERONCA,AR15,Fixed-wing,Light,F,I,1P,S,
15Tourist,TAYLORCRAFT(1),TA15,Fixed-wing,Light,F,I,1P,S,
150Commuter,CESSNA,C150,Fixed-wing,Light,F,I,1P,S,
151Ares,,ARES*,Fixed-wing,Light,F,III,1J,S,
16Finch,FLEET,FINC,Fixed-wing,Light,F,I,1P,S,
162Skycatcher,,C162,Fixed-wing,Light,F,I,1P,S,
167Strikemaster,BAC,STRK*,Fixed-wing,Light,F,III,1J,S+,
17Staggerwing,BEECH,BE17,Fixed-wing,Light,F,I,1P,S,
17SuperViking,,BL17,Fixed-wing,Light,F,I,1P,S,
17TurboSuperViking,BELLANCA,BL17,Fixed-wing,Light,F,I,1P,S,
17TurboViking,BELLANCA,BL17,Fixed-wing,Light,F,I,1P,S,
17Viking,BELLANCA,BL17,Fixed-wing,Light,F,I,1P,S,
170Mars,MARTIN,MARS,$Fixed-wing,Medium,D,III,4P,L,
171Sycamore,BRISTOL,SYCA,Helicopter,Light,F,I,1P,S,
172Cutlass,CESSNA,C172,Fixed-wing,Light,F,I,1P,S,
172Skyhawk,CESSNA,C172,Fixed-wing,Light,F,I,1P,S,
172RG,AVIONESCOLOMBIA,C72R,Fixed-wing,Light,F,I,1P,S,
172RGCutlassRG,CESSNA,C72R,Fixed-wing,Light,F,I,1P,S,
175Skylark,CESSNA,C175,Fixed-wing,Light,F,I,1P,S,
175Skyranger,REARWIN,SKYR,Fixed-wing,Light,F,I,1P,S,
177Cardinal,CESSNA,C177,Fixed-wing,Light,F,I,1P,S,
177RG,AVIONESCOLOMBIA,C77R,Fixed-wing,Light,F,I,1P,S,
177RGCardinalRG,CESSNA,C77R,Fixed-wing,Light,F,I,1P,S,
179Marauder,MARTIN,B26M,Fixed-wing,Medium,F,III,2P,S+,
18(piston),BEECH,BE18,Fixed-wing,Light,F,II,2P,S,
18(turbine),BEECH,B18T,Fixed-wing,Light,F,II,2T,S,
180Skyranger,REARWIN,SKYR,Fixed-wing,Light,F,I,1P,S,
180Skywagon180,CESSNA,C180,Fixed-wing,Light,F,I,1P,S,
182Skylane,CESSNA,C182,Fixed-wing,Light,F,I,1P,S,
185Skyranger,COMMONWEALTH(2),SKYR,Fixed-wing,Light,F,I,1P,S,
185Skywagon,CESSNA,C185,Fixed-wing,Light,F,I,1P,S,
188AgPickup,CESSNA,C188,Fixed-wing,Light,F,I,1P,S,
188AgWagon,CESSNA,C188,Fixed-wing,Light,F,I,1P,S,
19MusketeerSport,BEECH,BE19,Fixed-wing,Light,F,I,1P,S,
19Skyrocket,,BL19,Fixed-wing,Light,F,I,1P,S,
19Sport,BEECH,BE19,Fixed-wing,Light,F,I,1P,S,
19Sportsman,TAYLORCRAFT(1),TF19,Fixed-wing,Light,F,I,1P,S,
190Skyranger,REARWIN,SKYR,Fixed-wing,Light,F,I,1P,S,
1-LMalamut,MARAWING,MMUT,Fixed-wing,Light,F,I,1P,S,
1-Nine-0,JURCA,MJ8,Fixed-wing,Light,F,I,1P,S,
2Fermer,MVEN,MVN1,Fixed-wing,Light,F,I,1P,S,
2Osa,DUBNA,DUB2,Fixed-wing,Light,F,I,1P,S,
2+2,CENTREEST,DR22,Fixed-wing,Light,F,I,1P,S,
2+2(DR-300),ROBIN,DR30,Fixed-wing,Light,F,I,1P,S,
2+2(DR-400),ROBIN,DR40,Fixed-wing,Light,F,I,1P,S,
2+2Sportsman,WAGAERO,PA14,Fixed-wing,Light,F,I,1P,S,
20Ranchwagon,TAYLORCRAFT(1),TA20,Fixed-wing,Light,F,I,1P,S,
20Seabird,TAYLORCRAFT(1),TA20,Fixed-wing,Light,F,I,1P,S,
20Topper,TAYLORCRAFT(1),TA20,Fixed-wing,Light,F,I,1P,S,
20UltimateCompanion,STREAMLINEWELDING,UL20,Fixed-wing,Light,F,I,1P,S,
20Zephyr400,TAYLORCRAFT(1),TA20,Fixed-wing,Light,F,I,1P,S,
200Commander200,NORTHAMERICAN,M200,Fixed-wing,Light,F,I,1P,S,
200KingAir200,HAWKERBEECHCRAFT,BE20,Fixed-wing,Light,F,III,2T,S+,
200SuperKingAir,,BE20,Fixed-wing,Light,F,III,2T,S+,
2000Ken-Royce,REARWIN,KERO,Fixed-wing,Light,F,I,1P,S,
2000Nifty,MORRISEY,MOR2,Fixed-wing,Light,F,I,1P,S,
2000Starship,,STAR,Fixed-wing,Light,F,III,2T,S+,
201Arava,IAI,ARVA,Fixed-wing,Light,F,III,2T,S+,
202Arava,IAI,ARVA,Fixed-wing,Light,F,III,2T,S+,
202Boomerang,RUTAN,BOOM,Fixed-wing,Light,F,II,2P,S,
206(turbine),CESSNA,C06T,Fixed-wing,Light,F,I,1T,S,
206Stationair,CESSNA,C206,Fixed-wing,Light,F,I,1P,S,
206SuperSkywagon,CESSNA,C206,Fixed-wing,Light,F,I,1P,S,
206AJetRanger,BELL,B06,Helicopter,Light,F,I,1T,S,
206BJetRanger,BELL,B06,Helicopter,Light,F,I,1T,S,
206LLongRanger,BELL,B06,Helicopter,Light,F,I,1T,S,
206L-STGeminiST,TRIDAIR,B06T,Helicopter,Light,F,I,2T,S,
206LTTwinRanger,BELL,B06T,Helicopter,Light,F,I,2T,S,
207(turbine),CESSNA,C07T,Fixed-wing,Light,F,I,1T,S,
207Skywagon207,CESSNA,C207,Fixed-wing,Light,F,I,1P,S,
207Stationair7,CESSNA,C207,Fixed-wing,Light,F,I,1P,S,
207Stationair8,CESSNA,C207,Fixed-wing,Light,F,I,1P,S,
208Caravan1,CESSNA,C208,Fixed-wing,Light,F,I,1T,S,
208Caravan675,CESSNA,C208,Fixed-wing,Light,F,I,1T,S,
208Cargomaster,CESSNA,C208,Fixed-wing,Light,F,I,1T,S,
208Dual-PacCaravan,SOLOY,C08T,Fixed-wing,Light,F,II,CT,S,
208GrandCaravan,CESSNA,C208,Fixed-wing,Light,F,I,1T,S,
208Pathfinder21,SOLOY,C08T,Fixed-wing,Light,F,II,CT,S,
208SuperCargomaster,CESSNA,C208,Fixed-wing,Light,F,I,1T,S,
209HueyCobra,BELL,HUCO,Helicopter,Light,F,I,1T,S,
209SuperCobra,BELL,SUCO,Helicopter,Medium,F,I,2T,S+,
210Centurion,CESSNA,C210,Fixed-wing,Light,F,I,1P,S,
2-111,CASA,H111,Fixed-wing,Medium,F,III,2P,S+,
212TwinTwo-Twelve,BELL,B212,Helicopter,Light,F,I,2T,S,
214AIsfahan,BELL,B214,Helicopter,Medium,F,I,1T,S+,
214B,BELL,B214,Helicopter,Medium,F,I,1T,S+,
214CBigLifter,BELL,B214,Helicopter,Medium,F,I,1T,S+,
214STSuperTransport,BELL,BSTP,Helicopter,Medium,F,I,2T,S+,
2150Kachina,VARGA,MOR2,Fixed-wing,Light,F,I,1P,S,
223Flamingo,,S223,Fixed-wing,Light,F,I,1P,S,
23Musketeer,BEECH,BE23,Fixed-wing,Light,F,I,1P,S,
23Sundowner,BEECH,BE23,Fixed-wing,Light,F,I,1P,S,
24MusketeerSuper,BEECH,BE24,Fixed-wing,Light,F,I,1P,S,
24Sierra,BEECH,BE24,Fixed-wing,Light,F,I,1P,S,
2501Noratlas,,NORA,Fixed-wing,Medium,D,III,2P,L,
252TSE,MOONEY,M20T,Fixed-wing,Light,F,I,1P,S,
260SuperBroussard,NORD,N260,Fixed-wing,Medium,F,III,2T,S+,
262Fr??gate,NORD,N262,Fixed-wing,Medium,F,III,2T,S+,
269SkyKnight,HUGHES,H269,Helicopter,Light,F,I,1P,S,
269A,SCHWEIZER,H269,Helicopter,Light,F,I,1P,S,
269B,SCHWEIZER,H269,Helicopter,Light,F,I,1P,S,
269C,SCHWEIZER,H269,Helicopter,Light,F,I,1P,S,
269CSkyKnight,SCHWEIZER,H269,Helicopter,Light,F,I,1P,S,
269D330,SCHWEIZER,S330,Helicopter,Light,F,I,1T,S,
269D333,SCHWEIZER,S330,Helicopter,Light,F,I,1T,S,
27VariViggen,RUTAN,VVIG,Fixed-wing,Light,F,I,1P,S,
28Catalina,,CAT,Fixed-wing,Medium,F,III,2P,S+,
28Replica,NIEUPORT,NI28,Fixed-wing,Light,F,I,1P,S,
280Shark,ENSTROM,EN28,Helicopter,Light,F,I,1P,S,
281Proteus,,PRTS,Fixed-wing,Light,F,III,2J,S,
2T-1Sport,GREATLAKES,G2T1,Fixed-wing,Light,F,I,1P,S,
2T-1SportTrainer,GREATLAKES,G2T1,Fixed-wing,Light,F,I,1P,S,
300(B300)KingAir350,HAWKERBEECHCRAFT,B350,Fixed-wing,,F,III,2T,S+,
300(B300)Shadow,HAWKERBEECHCRAFT,B350,Fixed-wing,,F,III,2T,S+,
300SkyKnight,,H269,Helicopter,Light,F,I,1P,S,
300SuperKingAir,,BE30,Fixed-wing,Light,F,III,2T,S+,
3000Harvard2,RAYTHEON,TEX2,Fixed-wing,Light,F,I,1T,S,
3000Texan2,RAYTHEON,TEX2,Fixed-wing,Light,F,I,1T,S,
305BirdDog,,O1,Fixed-wing,Light,F,I,1P,S,
311GlobalFlyer,SCALED,GFLY,Fixed-wing,Medium,F,III,1J,S+,
318WhiteKnight,,WHKN,Fixed-wing,Medium,F,III,2J,S+,
318A,CESSNA,T37*,Fixed-wing,Light,F,III,2J,S,
318B,CESSNA,T37*,Fixed-wing,Light,F,III,2J,S,
318C,CESSNA,T37*,Fixed-wing,Light,F,III,2J,S,
318DDragonfly,CESSNA,A37*,Fixed-wing,Light,F,III,2J,S+,
318EDragonfly,CESSNA,A37*,Fixed-wing,Light,F,III,2J,S+,
32Lansen,SAAB,SB32*,Fixed-wing,Medium,F,III,1J,S+,
32VariViggen,RUTAN,VVIG,Fixed-wing,Light,F,I,1P,S,
320ExecutiveSkyknight,CESSNA,C320,Fixed-wing,Light,F,II,2P,S,
320Skyknight,CESSNA,C320,Fixed-wing,Light,F,II,2P,S,
321BirdDog,CESSNA,O1,Fixed-wing,Light,F,I,1P,S,
321Faeta,ATEC,FAET,Fixed-wing,Light,F,I,1P,S,
328JET,FAIRCHILDDORNIER,J328,Fixed-wing,Medium,F,III,2J,S+,
328JETEnvoy3,FAIRCHILDDORNIER,J328,Fixed-wing,Medium,F,III,2J,S+,
33Bonanza,,BE33,Fixed-wing,Light,F,I,1P,S,
33Debonair,BEECH,BE33,Fixed-wing,Light,F,I,1P,S,
33VariEze,RUTAN,VEZE,Fixed-wing,Light,F,I,1P,S,
336Skymaster,CESSNA,C336,Fixed-wing,Light,F,II,2P,S,
337SuperSkymaster,CESSNA,C337,Fixed-wing,Light,F,II,2P,S,
339SpaceShipTwo,,SS2,Fixed-wing,Medium,F,III,1R,S,
348WhiteKnightTwo,,WHK2,Fixed-wing,Medium,D,III,4J,L,
35Bonanza,BEECH,BE35,Fixed-wing,Light,F,I,1P,S,
35Draken,,SB35*,Fixed-wing,Medium,F,III,1J,S+,
350Corvalis,CESSNA,COL3,Fixed-wing,Light,F,I,1P,S,
352L,CASA,JU52,Fixed-wing,Medium,F,III,3P,S+,
358Gavilan,AEROMERCANTIL,GAVI,Fixed-wing,Light,F,I,1P,S,
36Bonanza(turbine),,B36T,Fixed-wing,Light,F,I,1T,S,
36Bonanza36,BEECH,BE36,Fixed-wing,Light,F,I,1P,S,
